date,fii_net,dii_net
2015-04-07,736.435329148436,-589.1482633187488
2015-04-08,893.5529193306058,-714.8423354644847
2015-04-09,1081.6793653751572,-865.3434923001258
2015-04-10,88.9050572026064,-71.12404576208512
2015-04-13,996.1583919653737,-796.9267135722989
2015-04-15,-1666.1100790969426,1332.8880632775542
2015-04-16,-1160.1076143172204,928.0860914537764
2015-04-17,-2096.713842321254,1677.3710738570035
2015-04-20,-4146.475883942868,3317.1807071542944
2015-04-21,-2222.3759181713654,1777.9007345370924
2015-04-22,-511.3814723321517,409.1051778657214
2015-04-23,-2203.7225337540217,1762.9780270032174
2015-04-24,-2441.5403158489817,1953.2322526791854
2015-04-27,-3069.5145322446197,2455.611625795696
2015-04-28,610.5169964639017,-488.4135971711214
2015-04-29,-941.9318078012122,753.5454462409698
2015-04-30,-954.6650343363694,763.7320274690956
2015-05-04,2151.771527488063,-1721.4172219904503
2015-05-05,-728.1032746255885,582.4826197004708
2015-05-06,-5012.487916482958,4009.9903331863666
2015-05-07,-1626.2589444427354,1301.0071555541883
2015-05-08,2086.6395685042935,-1669.311654803435
2015-05-11,1967.8615140608222,-1574.289211248658
2015-05-12,-4376.226436977044,3500.9811495816352
2015-05-13,1257.1890171410437,-1005.751213712835
2015-05-14,-1054.8638396146787,843.891071691743
2015-05-15,147.85791327129022,-118.28633061703218
2015-05-18,2430.1970631199456,-1944.1576504959567
2015-05-20,998.6840951726215,-798.9472761380972
2015-05-21,579.3043289326978,-463.44346314615825
2015-05-22,1166.1008260326885,-932.8806608261508
2015-05-25,-849.9966801933055,679.9973441546445
2015-05-26,276.7475334597996,-221.39802676783972
2015-05-27,65.47291673442481,-52.378333387539854
2015-05-28,103.64128944352353,-82.91303155481883
2015-05-29,2631.0402837329043,-2104.8322269863233
2015-06-01,292.4144520289526,-233.9315616231621
2015-06-02,-2896.169004046949,2316.935203237559
2015-06-03,-1266.957596414074,1013.5660771312592
2015-06-04,-192.89660093261912,154.31728074609532
2015-06-05,-421.24181698027616,336.99345358422096
2015-06-08,-1718.3430209280227,1374.6744167424183
2015-06-09,-383.468525853849,306.7748206830792
2015-06-10,2386.903066761679,-1909.5224534093431
2015-06-11,-2999.205487926862,2399.36439034149
2015-06-12,565.7958302534835,-452.6366642027868
2015-06-15,226.1342712201531,-180.90741697612248
2015-06-16,1190.4684816063852,-952.3747852851083
2015-06-17,1176.0703786015797,-940.8563028812638
2015-06-18,2644.889031607832,-2115.9112252862656
2015-06-19,2312.1634233707,-1849.7307386965601
2015-06-22,3096.380511705502,-2477.104409364402
2015-06-23,1505.416729272676,-1204.333383418141
2015-06-24,-232.1104565509184,185.68836524073473
2015-06-25,1814.0957665885212,-1451.276613270817
2015-06-26,-79.57434738150135,63.659477905201086
2015-06-29,-1185.2609739698219,948.2087791758576
2015-06-30,798.1484516708196,-638.5187613366556
2015-07-01,2060.212163205611,-1648.1697305644889
2015-07-02,127.35213935599808,-101.88171148479847
2015-07-03,941.7195944791107,-753.3756755832886
2015-07-06,891.4636185176847,-713.1708948141478
2015-07-07,-79.92883369630759,63.94306695704608
2015-07-08,-3647.6644435274475,2918.131554821958
2015-07-09,-970.4763350538509,776.3810680430807
2015-07-10,-32.738712702233045,26.19097016178644
2015-07-13,1892.1335357285825,-1513.7068285828661
2015-07-14,-183.67161431671028,146.93729145336823
2015-07-15,1887.9944558251602,-1510.3955646601282
2015-07-16,2305.8183980444855,-1844.6547184355886
2015-07-17,826.073379053885,-660.858703243108
2015-07-20,440.18059253561705,-352.1444740284937
2015-07-21,-662.2734405104661,529.8187524083729
2015-07-22,2264.1969965102526,-1811.3575972082022
2015-07-23,-500.3718994709711,400.2975195767769
2015-07-24,-741.3030627983139,593.0424502386512
2015-07-27,-3140.272199970014,2512.217759976011
2015-07-28,-377.91968051408355,302.33574441126683
2015-07-29,724.1512725198431,-579.3210180158745
2015-07-30,1212.4109619117703,-969.9287695294163
2015-07-31,2517.670254584302,-2014.1362036674416
2015-08-03,357.98677028640464,-286.3894162291237
2015-08-04,233.28000169645742,-186.62400135716595
2015-08-05,1314.8972181904485,-1051.9177745523589
2015-08-06,863.5687364444714,-690.8549891555772
2015-08-07,72.97454357564322,-58.379634860514585
2015-08-10,-1379.7968814408903,1103.8375051527123
2015-08-11,-1255.2247258702437,1004.1797806961949
2015-08-12,-3511.8558721845,2809.4846977476004
2015-08-13,-476.6216578863816,381.2973263091053
2015-08-14,2110.0978843104035,-1688.078307448323
2015-08-17,-1375.063073529814,1100.0504588238512
2015-08-18,-537.054049173519,429.64323933881525
2015-08-19,-86.96965061992091,69.57572049593674
2015-08-20,-2565.07800909836,2052.062407278688
2015-08-21,-2509.2769705389846,2007.4215764311878
2015-08-24,-10814.812809362433,8651.850247489947
2015-08-25,735.710194418594,-588.5681555348752
2015-08-26,-3191.4442605972936,2553.155408477835
2015-08-27,2798.742331222318,-2238.9938649778546
2015-08-31,-507.1615080642679,405.7292064514143
2015-09-01,-4556.1602973565405,3644.9282378852326
2015-09-02,-1728.2082028580144,1382.5665622864117
2015-09-03,1610.655935497505,-1288.524748398004
2015-09-04,-3925.5115885058412,3140.4092708046733
2015-09-07,-2526.358005041812,2021.0864040334495
2015-09-08,2663.0153574001433,-2130.4122859201148
2015-09-09,1774.6763309422365,-1419.7410647537893
2015-09-10,32.22679651014363,-25.781437208114905
2015-09-11,-919.0823688312012,735.265895064961
2015-09-14,1499.728295897742,-1199.7826367181938
2015-09-15,-952.275913974463,761.8207311795704
2015-09-16,1616.987171925061,-1293.5897375400489
2015-09-18,2373.5462117059246,-1898.8369693647398
2015-09-21,1228.8000789577768,-983.0400631662214
2015-09-22,-2960.4486433974803,2368.358914717984
2015-09-23,1855.7924338905104,-1484.6339471124084
2015-09-24,699.5533182229299,-559.6426545783439
2015-09-28,-953.9047470566495,763.1237976453197
2015-09-29,841.1916096287725,-672.9532877030181
2015-09-30,2848.010242939534,-2278.408194351627
2015-10-01,620.6572504712717,-496.5258003770174
2015-10-05,3972.9858612121106,-3178.3886889696887
2015-10-06,910.8970108766199,-728.717608701296
2015-10-07,1078.9049615348267,-863.1239692278614
2015-10-08,-625.0418298893073,500.0334639114459
2015-10-09,1395.0963603880236,-1116.077088310419
2015-10-12,-234.7904997290516,187.83239978324127
2015-10-13,299.7510617961903,-239.80084943695226
2015-10-14,290.39404081172364,-232.3152326493789
2015-10-15,2076.308100921742,-1661.0464807373937
2015-10-16,2163.5086666124516,-1730.8069332899613
2015-10-19,1294.0518459377317,-1035.2414767501855
2015-10-20,331.2944315514277,-265.0355452411422
2015-10-21,634.4706791615974,-507.57654332927797
2015-10-23,1617.5728251355556,-1294.0582601084445
2015-10-26,-364.2175674626245,291.3740539700996
2015-10-27,69.58207961331146,-55.665663690649176
2015-10-28,-553.0433360443869,442.43466883550957
2015-10-29,-931.7139403964917,745.3711523171934
2015-10-30,-1169.9197875070154,935.9358300056124
2015-11-02,-795.4653670853447,636.3722936682758
2015-11-03,-759.7309414670508,607.7847531736406
2015-11-04,-944.0421949038284,755.2337559230627
2015-11-05,-2129.613528318378,1703.6908226547025
2015-11-06,-402.9200228465666,322.3360182772533
2015-11-09,-646.5571481657696,517.2457185326157
2015-11-10,-2065.931909630045,1652.7455277040362
2015-11-11,1273.1999169979294,-1018.5599335983436
2015-11-13,-1322.34039359345,1057.8723148747601
2015-11-16,808.6362453744828,-646.9089962995863
2015-11-17,719.1677238284327,-575.3341790627462
2015-11-18,-1822.9957952800185,1458.3966362240149
2015-11-19,2996.8869281591956,-2397.5095425273566
2015-11-20,821.4689058239977,-657.1751246591982
2015-11-23,151.24325831904514,-120.99460665523611
2015-11-24,253.3709110198206,-202.6967288158565
2015-11-26,1520.9441198459863,-1216.755295876789
2015-11-27,1352.8859536841487,-1082.308762947319
2015-11-30,316.68027871214963,-253.3442229697197
2015-12-01,963.5674281984222,-770.8539425587378
2015-12-02,80.76152139387727,-64.60921711510183
2015-12-03,-704.1581732925765,563.3265386340612
2015-12-04,-1121.2107712973627,896.9686170378902
2015-12-08,-1480.971782698758,1184.7774261590064
2015-12-09,-1528.127143295893,1222.5017146367143
2015-12-10,1448.3658150956153,-1158.6926520764923
2015-12-11,-1887.1380789377126,1509.7104631501702
2015-12-14,145.49110902943835,-116.39288722355069
2015-12-15,120.94415698105388,-96.7553255848431
2015-12-16,995.9900283255437,-796.792022660435
2015-12-17,3017.818238544094,-2414.2545908352754
2015-12-18,-441.60346647167216,353.28277317733773
2015-12-21,2288.4079567413205,-1830.7263653930565
2015-12-22,-63.848389974264364,51.078711979411494
2015-12-23,2430.4389626009133,-1944.3511700807308
2015-12-24,827.1469317216405,-661.7175453773125
2015-12-28,1542.8113312931255,-1234.2490650345005
2015-12-29,757.6963974953171,-606.1571179962538
2015-12-30,-239.02120165124836,191.2169613209987
2015-12-31,1406.1267583716044,-1124.9014066972836
2016-01-01,717.7711285122145,-574.2169028097717
2016-01-04,-3706.920146278642,2965.5361170229135
2016-01-05,-661.0745262581889,528.8596210065512
2016-01-06,-1276.7662880652122,1021.4130304521698
2016-01-07,-4236.978509093175,3389.58280727454
2016-01-08,91.56433236280998,-73.25146589024799
2016-01-11,-1531.0196107873003,1224.8156886298402
2016-01-12,-2020.1989772093698,1616.159181767496
2016-01-13,247.02581251392098,-197.6206500111368
2016-01-14,-992.3958428156667,793.9166742525334
2016-01-15,-2905.10436743064,2324.083493944512
2016-01-18,-2509.9162671165686,2007.933013693255
2016-01-19,1412.6568938110627,-1130.1255150488503
2016-01-20,-3320.3732401428365,2656.2985921142695
2016-01-21,-1483.8411196155712,1187.072895692457
2016-01-22,2666.0282540028534,-2132.8226032022826
2016-01-25,151.56261719046654,-121.25009375237323
2016-01-27,-367.6624315045134,294.1299452036107
2016-01-28,-24.28654310150438,19.429234481203505
2016-01-29,3033.912150917262,-2427.12972073381
2016-02-01,55.89451868135893,-44.71561494508715
2016-02-02,-1933.3037415151875,1546.64299321215
2016-02-03,-1323.2461920274336,1058.596953621947
2016-02-04,1081.437592363915,-865.150073891132
2016-02-05,2071.203849023084,-1656.963079218467
2016-02-08,-3405.525508579374,2724.4204068634995
2016-02-09,-2446.7866599347944,1957.4293279478356
2016-02-10,-2812.583811088766,2250.067048871013
2016-02-11,-6629.876250427497,5303.901000341998
2016-02-12,-1134.9941121906202,907.9952897524962
2016-02-15,3545.674199388109,-2836.5393595104874
2016-02-16,-2958.006402961305,2366.405122369044
2016-02-17,1317.1282084098234,-1053.7025667278588
2016-02-18,988.3864073586332,-790.7091258869066
2016-02-19,376.50937490105673,-301.2074999208454
2016-02-22,530.0177654424521,-424.0142123539617
2016-02-23,-3479.8951748485983,2783.9161398788788
2016-02-24,-1963.8516452400004,1571.0813161920005
2016-02-25,-1109.4395644394835,887.5516515515869
2016-02-26,1027.3990916278547,-821.9192733022837
2016-02-29,-486.33700017595845,389.0696001407668
2016-03-01,5604.814961631431,-4483.851969305145
2016-03-02,3677.6588702700374,-2942.12709621603
2016-03-03,2799.3083938649097,-2239.4467150919277
2016-03-04,1435.7722223496462,-1148.617777879717
2016-03-08,272.96847504890167,-218.37478003912133
2016-03-09,1792.0955462844122,-1433.6764370275298
2016-03-10,-383.3913345139458,306.71306761115665
2016-03-11,1392.8257671888523,-1114.2606137510818
2016-03-14,989.2416940702963,-791.3933552562371
2016-03-15,-805.6179779836083,644.4943823868866
2016-03-16,1356.9246912989083,-1085.5397530391267
2016-03-18,2625.2394958164796,-2100.1915966531838
2016-03-21,2633.267252995728,-2106.6138023965827
2016-03-22,713.8775411934712,-571.102032954777
2016-03-23,331.7845265054109,-265.4276212043287
2016-03-28,-1244.0606524971286,995.2485219977029
2016-03-29,-607.3183747100322,485.8546997680258
2016-03-30,3203.892087156435,-2563.113669725148
2016-03-31,687.4322146734131,-549.9457717387305
2016-04-01,-620.0189147822902,496.01513182583216
2016-04-04,763.0367652320887,-610.4294121856709
2016-04-05,-3613.3302886030565,2890.6642308824453
2016-04-06,400.66370784071927,-320.5309662725754
2016-04-07,-1283.9400555143816,1027.1520444115054
2016-04-08,942.4811592084986,-753.984927366799
2016-04-11,2985.5299451605233,-2388.423956128419
2016-04-12,1667.967939350899,-1334.3743514807193
2016-04-13,3392.052545855193,-2713.6420366841544
2016-04-18,1056.9768478817446,-845.5814783053956
2016-04-20,-6.7316557983088785,5.385324638647103
2016-04-21,-171.97917595649284,137.58334076519427
2016-04-22,470.24870058654375,-376.19896046923503
2016-04-25,-504.51662866766196,403.6133029341296
2016-04-26,1937.453782424508,-1549.9630259396065
2016-04-27,819.8904155219784,-655.9123324175828
2016-04-28,-2205.079870437857,1764.0638963502859
2016-04-29,70.22857410823751,-56.18285928659001
2016-05-02,-1093.4639086368127,874.7711269094502
2016-05-03,-1890.7980109307462,1512.638408744597
2016-05-04,-1445.5410036923404,1156.4328029538724
2016-05-05,360.28929945938967,-288.23143956751176
2016-05-06,-332.9387072948598,266.35096583588785
2016-05-09,2691.7716992594637,-2153.417359407571
2016-05-10,682.7697683990507,-546.2158147192406
2016-05-11,-1035.4563484914365,828.3650787931492
2016-05-12,1466.7456704470653,-1173.3965363576524
2016-05-13,-2056.983275263824,1645.5866202110592
2016-05-16,555.4699120639425,-444.375929651154
2016-05-17,1088.4664888936395,-870.7731911149117
2016-05-18,120.03151162216494,-96.02520929773196
2016-05-19,-2411.5584029187075,1929.246722334966
2016-05-20,330.3108698627967,-264.2486958902374
2016-05-23,169.53815685106156,-135.63052548084926
2016-05-24,1227.4326812747108,-981.9461450197687
2016-05-25,4560.5580444669995,-3648.4464355736
2016-05-26,3884.8020878628904,-3107.8416702903123
2016-05-27,2334.563741606818,-1867.6509932854544
2016-05-30,825.4624082237226,-660.3699265789782
2016-05-31,105.94980859287168,-84.75984687429735
2016-06-01,808.7018806781621,-646.9615045425297
2016-06-02,1627.3156361204144,-1301.8525088963315
2016-06-03,817.6666167585537,-654.133293406843
2016-06-06,419.0314768628276,-335.2251814902621
2016-06-07,1887.958705120519,-1510.3669640964154
2016-06-08,653.6049133187081,-522.8839306549665
2016-06-09,-1103.8934509309227,883.1147607447382
2016-06-10,-602.0829275274104,481.66634202192836
2016-06-13,-1722.4042025190477,1377.9233620152381
2016-06-14,-1018.8763245053519,815.1010596042815
2016-06-15,802.1889539329383,-641.7511631463507
2016-06-16,-2391.8458745224652,1913.4766996179724
2016-06-17,-367.46970859967433,293.97576687973947
2016-06-20,635.6393718828955,-508.5114975063164
2016-06-21,-1109.9263476755445,887.9410781404357
2016-06-22,-1196.5540904983814,957.2432723987051
2016-06-23,613.6341503472065,-490.9073202777652
2016-06-24,-4393.252424700209,3514.6019397601676
2016-06-27,-466.40485220321796,373.1238817625744
2016-06-28,251.3811717102888,-201.10493736823105
2016-06-29,1629.4278010968635,-1303.542240877491
2016-06-30,1741.9830781805565,-1393.5864625444453
2016-07-01,1237.8559232803482,-990.2847386242786
2016-07-04,1335.3770619477007,-1068.3016495581605
2016-07-05,-32.7873226392752,26.229858111420164
2016-07-07,966.6665021783799,-773.333201742704
2016-07-08,488.60441521143736,-390.88353216914993
2016-07-11,3421.352005617332,-2737.0816044938656
2016-07-12,1576.783716678141,-1261.4269733425128
2016-07-13,293.8196732650665,-235.05573861205323
2016-07-14,1393.7425525887943,-1114.9940420710354
2016-07-15,-134.3813411098592,107.50507288788737
2016-07-18,-568.8420430804466,455.0736344643573
2016-07-19,865.8744828135743,-692.6995862508595
2016-07-20,645.0777701566428,-516.0622161253143
2016-07-21,-907.1013567181849,725.6810853745479
2016-07-22,950.1212013351595,-760.0969610681277
2016-07-25,1538.2858191959258,-1230.6286553567406
2016-07-26,-738.1810951954346,590.5448761563478
2016-07-27,614.7456436163209,-491.7965148930567
2016-07-28,1485.2128836353277,-1188.170306908262
2016-07-29,339.85399199810377,-271.88319359848305
2016-08-01,433.96271874132054,-347.17017499305643
2016-08-02,-698.0797161601423,558.4637729281138
2016-08-03,-2466.965655891062,1973.5725247128496
2016-08-04,775.3740408733638,-620.2992326986911
2016-08-05,3211.7475417492888,-2569.3980333994314
2016-08-08,1208.6290711282445,-966.9032569025957
2016-08-09,340.14574928814704,-272.1165994305176
2016-08-10,-1327.3534004071687,1061.882720325735
2016-08-11,1412.8999460998416,-1130.3199568798734
2016-08-12,2168.2460021168586,-1734.596801693487
2016-08-16,402.5405343010836,-322.0324274408669
2016-08-17,-56.971941803846875,45.577553443077505
2016-08-18,1160.46109016802,-928.368872134416
2016-08-19,301.03323948999883,-240.8265915919991
2016-08-22,-183.95290638382346,147.16232510705876
2016-08-23,919.7685117841459,-735.8148094273167
2016-08-24,1040.9096327212505,-832.7277061770005
2016-08-25,-84.29786254218982,67.43829003375185
2016-08-26,338.42444173173186,-270.7395533853855
2016-08-29,1592.073006418383,-1273.6584051347065
2016-08-30,2974.120715033736,-2379.296572026989
2016-08-31,1255.5989341744987,-1004.479147339599
2016-09-01,474.45525520119634,-379.5642041609571
2016-09-02,1217.0008047687274,-973.600643814982
2016-09-06,3188.5034129272008,-2550.8027303417607
2016-09-07,128.63082022181146,-102.90465617744917
2016-09-08,855.9152414547189,-684.7321931637752
2016-09-09,-1080.0476514134255,864.0381211307404
2016-09-12,-3652.0629656845304,2921.6503725476246
2016-09-14,-291.7633737853411,233.41069902827292
2016-09-15,-450.19950192076624,360.159601536613
2016-09-16,-9.921371513688655,7.937097210950924
2016-09-19,-279.8405410209553,223.87243281676425
2016-09-20,-1235.3766241746637,988.301299339731
2016-09-21,-622.9430178645458,498.35441429163666
2016-09-22,1766.3210380219202,-1413.0568304175363
2016-09-23,-311.657777956422,249.32622236513762
2016-09-26,-2192.4668342108143,1753.9734673686517
2016-09-27,-259.32783888201755,207.46227110561404
2016-09-28,445.0895486675264,-356.07163893402117
2016-09-29,-3885.0573715606697,3108.0458972485358
2016-09-30,-891.7409091958802,713.3927273567042
2016-10-03,1677.426980400081,-1341.941584320065
2016-10-04,385.7265200424199,-308.58121603393596
2016-10-06,-1067.7986138423048,854.2388910738439
2016-10-07,-184.77072931255066,147.81658345004053
2016-10-10,535.0366238596129,-428.02929908769033
2016-10-13,-2680.4847227040477,2144.387778163238
2016-10-14,264.79610228655986,-211.8368818292479
2016-10-17,-1377.281813699459,1101.8254509595672
2016-10-18,2680.1492189380024,-2144.119375150402
2016-10-19,-71.5665461779437,57.25323694235497
2016-10-20,1078.5522318366495,-862.8417854693197
2016-10-21,262.5243931974718,-210.01951455797746
2016-10-24,557.0419814854731,-445.6335851883785
2016-10-25,-150.87277539222814,120.69822031378251
2016-10-26,-1238.7683314299168,991.0146651439335
2016-10-27,437.81090992848937,-350.2487279427915
2016-10-28,609.4368609540164,-487.54948876321316
2016-10-30,-1065.5063098563744,852.4050478850995
2016-11-01,-339.3810457964654,271.50483663717233
2016-11-02,-2981.7164821379556,2385.3731857103644
2016-11-03,-1486.2595849764753,1189.0076679811802
2016-11-04,-1769.2742874915218,1415.4194299932176
2016-11-07,269.0487580746777,-215.2390064597422
2016-11-08,243.2605363282603,-194.60842906260825
2016-11-09,-2029.2077128881078,1623.3661703104863
2016-11-10,1083.9545514217493,-867.1636411373995
2016-11-11,-4514.214336745082,3611.3714693960655
2016-11-15,-5278.530076337884,4222.824061070307
2016-11-16,-1065.584621221024,852.4676969768193
2016-11-17,-801.4515503898937,641.161240311915
2016-11-18,-795.8486577682843,636.6789262146275
2016-11-21,-3016.7702104964324,2413.416168397146
2016-11-22,882.7014515546286,-706.161161243703
2016-11-23,-49.459515688115175,39.56761255049214
2016-11-24,-1015.4531974385415,812.3625579508332
2016-11-25,2451.9199241152064,-1961.5359392921653
2016-11-28,-65.8877463468495,52.7101970774796
2016-11-29,449.7780437705867,-359.8224350164694
2016-11-30,1568.3954779225655,-1254.7163823380524
2016-12-01,14.656335937192296,-11.725068749753838
2016-12-02,-2057.730056395367,1646.1840451162934
2016-12-05,1125.0406829444312,-900.032546355545
2016-12-06,265.27591989186806,-212.22073591349445
2016-12-07,-48.032103179111914,38.42568254328953
2016-12-08,3293.356936134699,-2634.6855489077593
2016-12-09,1286.4323412754995,-1029.1458730203997
2016-12-12,-964.7846883340502,771.8277506672403
2016-12-13,1387.2662551586777,-1109.8130041269421
2016-12-14,-242.39852856369993,193.91882285095994
2016-12-15,160.69817332715127,-128.55853866172103
2016-12-16,488.7913394075852,-391.03307152606817
2016-12-19,172.71149992403366,-138.16919993922693
2016-12-20,699.163115607977,-559.3304924863817
2016-12-21,102.02716317503564,-81.62173054002852
2016-12-22,-950.5412141384265,760.4329713107413
2016-12-23,520.2831605701283,-416.22652845610264
2016-12-26,-1697.25656886112,1357.805255088896
2016-12-27,2702.3879286325787,-2161.910342906063
2016-12-28,299.69960020240205,-239.75968016192166
2016-12-29,1568.2092692523843,-1254.5674154019075
2016-12-30,1428.2358822795059,-1142.5887058236046
2017-01-02,-43.39122157051517,34.71297725641214
2017-01-03,-118.42259489308714,94.73807591446972
2017-01-04,-181.9845413246464,145.58763305971712
2017-01-05,1752.8305698188094,-1402.2644558550476
2017-01-06,99.10175643567067,-79.28140514853654
2017-01-09,-262.4618311082261,209.96946488658088
2017-01-10,1221.0905355185737,-976.872428414859
2017-01-11,2050.673898023892,-1640.5391184191137
2017-01-12,1277.7047335413165,-1022.1637868330532
2017-01-13,573.6449919722259,-458.9159935777807
2017-01-16,541.1769940089158,-432.94159520713265
2017-01-17,-621.5439848595349,497.23518788762794
2017-01-18,584.9184685398715,-467.9347748318972
2017-01-19,581.1058466538346,-464.88467732306776
2017-01-20,-2001.3700827689506,1601.0960662151606
2017-01-23,281.66190233371276,-225.32952186697023
2017-01-24,1421.2413727339122,-1136.9930981871298
2017-01-25,2266.606009732467,-1813.2848077859737
2017-01-27,42.037257625942175,-33.62980610075374
2017-01-30,-1298.1109318642646,1038.4887454914117
2017-01-31,-2434.581050602257,1947.6648404818059
2017-02-01,3753.1820471891897,-3002.545637751352
2017-02-02,1177.3214971899947,-941.8571977519958
2017-02-03,1354.1203758325473,-1083.296300666038
2017-02-06,1807.9745991855139,-1446.3796793484112
2017-02-07,249.41502241765045,-199.53201793412038
2017-02-08,764.0152587593328,-611.2122070074663
2017-02-09,841.6268097172557,-673.3014477738046
2017-02-10,752.4687953388093,-601.9750362710474
2017-02-13,531.0575602428224,-424.84604819425795
2017-02-14,16.62294759084807,-13.298358072678457
2017-02-15,-820.5095651825576,656.4076521460461
2017-02-16,1151.3730589633801,-921.0984471707042
2017-02-17,1052.6559619754917,-842.1247695803934
2017-02-20,1420.694595829918,-1136.5556766639345
2017-02-21,592.1512124734093,-473.72096997872745
2017-02-22,620.7326367809856,-496.58610942478845
2017-02-23,452.26469928096844,-361.8117594247748
2017-02-27,-652.796037899496,522.2368303195968
2017-02-28,-393.7715513157035,315.01724105256284
2017-03-01,1111.4326294609393,-889.1461035687515
2017-03-02,-441.1456637683339,352.91653101466716
2017-03-03,500.1396349375978,-400.11170795007826
2017-03-06,846.9485695181099,-677.558855614488
2017-03-07,-903.0252895728759,722.4202316583007
2017-03-08,-1229.3109311549206,983.4487449239365
2017-03-09,-1099.6603329770512,879.728266381641
2017-03-10,-280.03456649790104,224.02765319832085
2017-03-14,3847.6431966905,-3078.1145573524004
2017-03-15,1352.5843111441895,-1082.0674489153516
2017-03-16,2527.30434741262,-2021.843477930096
2017-03-17,1021.2480638408659,-816.9984510726928
2017-03-20,479.9225219863172,-383.93801758905374
2017-03-21,736.2430108016121,-588.9944086412896
2017-03-22,-1084.51412794267,867.6113023541361
2017-03-23,1603.2164337731238,-1282.5731470184992
2017-03-24,869.295319900408,-695.4362559203264
2017-03-27,-505.1516929961435,404.1213543969148
2017-03-28,1330.433921256933,-1064.3471370055465
2017-03-29,992.3482816803391,-793.8786253442713
2017-03-30,544.7252307685168,-435.78018461481344
2017-03-31,329.9643445080211,-263.9714756064169
2017-04-03,1789.7425599445742,-1431.7940479556594
2017-04-05,745.877840929006,-596.7022727432048
2017-04-06,612.0696508898302,-489.6557207118642
2017-04-07,-619.6391571326428,495.7113257061143
2017-04-10,80.66478575342893,-64.53182860274315
2017-04-11,1699.237265865522,-1359.3898126924178
2017-04-12,-131.19743447441203,104.95794757952963
2017-04-13,-444.9099600965489,355.92796807723914
2017-04-17,-171.38996397297757,137.11197117838205
2017-04-18,-1341.705893276891,1073.3647146215128
2017-04-19,-226.64017263742303,181.31213810993845
2017-04-20,804.0362152134883,-643.2289721707907
2017-04-21,296.7460347942418,-237.39682783539342
2017-04-24,1886.912561428559,-1509.5300491428472
2017-04-26,2159.8741090539324,-1727.899287243146
2017-04-27,663.299049844188,-530.6392398753504
2017-04-28,618.1085840850253,-494.48686726802026
2017-05-02,455.45105536629455,-364.36084429303565
2017-05-03,-95.83291311414585,76.66633049131669
2017-05-04,1198.0879219800722,-958.4703375840578
2017-05-05,-1834.3111528904494,1467.4489223123596
2017-05-08,433.17715988112127,-346.541727904897
2017-05-09,764.5031680568159,-611.6025344454528
2017-05-10,2305.0506355143834,-1844.0405084115068
